botA,botB,variant,games,aWins,bWins,draws,aWinRate,aWinLo,aWinHi,aWinsAsWhite,gamesAasWhite,aWinsAsBlack,gamesAasBlack,meanTurns,aScore,inactivityDrawRate,purchasesPerGame,aPurchasesPerGame,bPurchasesPerGame,meanCompletedTurns,adjudicationRate,invariantViolations,illegalActionsTotal,meanDurationMs
Expand,MiningDenial,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,24.8,0.0000,0.0000,82.750,5.750,77.000,48.00,0.000,0,0,153
Expand,Mono-fire,muju-phasing-2 h0,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,9.3,0.1250,0.2500,7.500,2.250,5.250,17.50,0.000,0,0,12
Expand,Mono-fire,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,7.0,0.0000,0.0000,5.500,2.250,3.250,12.50,0.000,0,0,8
Expand,Mono-lightning,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,55.5,0.0000,0.0000,40.750,5.000,35.750,109.50,0.000,0,0,54
Expand,Mono-lightning,muju-phasing-2 h3,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,54.0,0.2500,0.5000,41.250,6.000,35.250,107.00,0.000,0,0,42
Expand,Mono-metal,muju-phasing-2 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,17.8,0.5000,1.0000,12.500,3.000,9.500,34.75,0.000,0,0,28
Expand,Mono-metal,muju-phasing-2 h3,4,0,1,3,0.0000,0.0000,0.4899,0,2,0,2,12.3,0.3750,0.7500,11.750,3.250,8.500,24.00,0.000,0,0,19
Expand,Mono-plant,muju-phasing-2 h0,4,1,0,3,0.2500,0.0456,0.6994,1,2,0,2,19.3,0.6250,0.7500,11.750,4.000,7.750,37.75,0.000,0,0,16
Expand,Mono-plant,muju-phasing-2 h3,4,0,1,3,0.0000,0.0000,0.4899,0,2,0,2,16.0,0.3750,0.7500,11.750,4.250,7.500,31.50,0.000,0,0,16
Expand,Mono-shadow,muju-phasing-2 h0,4,0,1,3,0.0000,0.0000,0.4899,0,2,0,2,27.0,0.3750,0.7500,16.250,5.000,11.250,53.25,0.000,0,0,23
Expand,Mono-shadow,muju-phasing-2 h3,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,26.8,0.1250,0.2500,17.500,5.500,12.000,52.25,0.000,0,0,23
Expand,Mono-water,muju-phasing-2 h0,4,0,1,3,0.0000,0.0000,0.4899,0,2,0,2,14.3,0.3750,0.7500,8.500,3.250,5.250,28.25,0.000,0,0,17
Expand,Mono-water,muju-phasing-2 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,14.5,0.5000,1.0000,8.000,2.750,5.250,28.75,0.000,0,0,16
Expand,Random,muju-phasing-2 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,10.0,0.5000,1.0000,14.500,3.250,11.250,20.00,0.000,0,0,8
Expand,Random,muju-phasing-2 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,11.3,0.5000,1.0000,12.500,3.500,9.000,22.25,0.000,0,0,7
Expand,Rush,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,15.5,0.0000,0.0000,101.000,2.750,98.250,29.50,0.000,0,0,202
Expand,Rush,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,16.8,0.0000,0.0000,102.500,3.500,99.000,32.00,0.000,0,0,185
Expand,Tier1Spam,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,20.5,0.0000,0.0000,106.000,3.250,102.750,39.50,0.000,0,0,188
Expand,Tier1Spam,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,36.0,0.0000,0.0000,116.250,4.500,111.750,70.50,0.000,0,0,159
Expand,Turtle,muju-phasing-2 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,10.0,0.5000,1.0000,6.250,3.250,3.000,20.00,0.000,0,0,2
Expand,Turtle,muju-phasing-2 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,10.0,0.5000,1.0000,7.250,3.750,3.500,20.00,0.000,0,0,3
Greedy,MiningDenial,muju-phasing-2 h0,4,1,3,0,0.2500,0.0456,0.6994,1,2,0,2,15.5,0.2500,0.0000,52.250,4.250,48.000,29.50,0.000,0,0,41
Greedy,MiningDenial,muju-phasing-2 h3,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,22.0,0.1250,0.2500,78.750,7.250,71.500,42.50,0.000,0,0,65
Greedy,Mono-fire,muju-phasing-2 h0,4,2,2,0,0.5000,0.1500,0.8500,1,2,1,2,17.8,0.5000,0.0000,16.500,6.500,10.000,34.00,0.000,0,0,14
Greedy,Mono-fire,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,13.5,1.0000,0.0000,14.750,5.750,9.000,25.50,0.000,0,0,11
Greedy,Mono-lightning,muju-phasing-2 h0,4,3,1,0,0.7500,0.3006,0.9544,1,2,2,2,14.8,0.7500,0.0000,17.250,6.250,11.000,28.25,0.000,0,0,14
Greedy,Mono-lightning,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,13.8,1.0000,0.0000,16.500,4.750,11.750,26.00,0.000,0,0,11
Greedy,Mono-metal,muju-phasing-2 h0,4,1,1,2,0.2500,0.0456,0.6994,1,2,0,2,15.5,0.5000,0.5000,14.250,5.750,8.500,30.00,0.000,0,0,20
Greedy,Mono-metal,muju-phasing-2 h3,4,1,1,2,0.2500,0.0456,0.6994,0,2,1,2,16.0,0.5000,0.5000,14.750,7.000,7.750,31.25,0.000,0,0,19
Greedy,Mono-plant,muju-phasing-2 h0,4,2,1,1,0.5000,0.1500,0.8500,2,2,0,2,18.5,0.6250,0.2500,14.000,7.250,6.750,36.00,0.000,0,0,13
Greedy,Mono-plant,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,20.8,1.0000,0.0000,13.750,7.250,6.500,40.25,0.000,0,0,18
Greedy,Mono-shadow,muju-phasing-2 h0,4,1,0,3,0.2500,0.0456,0.6994,0,2,1,2,29.8,0.6250,0.7500,22.500,11.000,11.500,58.75,0.000,0,0,19
Greedy,Mono-shadow,muju-phasing-2 h3,4,3,1,0,0.7500,0.3006,0.9544,1,2,2,2,12.3,0.7500,0.0000,12.500,4.750,7.750,23.25,0.000,0,0,12
Greedy,Mono-water,muju-phasing-2 h0,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,24.3,0.1250,0.2500,15.500,8.000,7.500,47.50,0.000,0,0,19
Greedy,Mono-water,muju-phasing-2 h3,4,1,1,2,0.2500,0.0456,0.6994,1,2,0,2,23.3,0.5000,0.5000,17.000,9.750,7.250,45.25,0.000,0,0,20
Greedy,Random,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,8.8,1.0000,0.0000,8.500,1.750,6.750,16.00,0.000,0,0,16
Greedy,Random,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,16.3,1.0000,0.0000,12.250,7.250,5.000,30.75,0.000,0,0,21
Greedy,Rush,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,22.5,0.0000,0.0000,98.750,8.750,90.000,43.75,0.000,0,0,83
Greedy,Rush,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,23.5,0.0000,0.0000,108.000,8.500,99.500,45.75,0.000,0,0,83
Greedy,Tier1Spam,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,30.0,0.0000,0.0000,100.500,10.250,90.250,58.50,0.000,0,0,91
Greedy,Tier1Spam,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,27.5,0.0000,0.0000,97.250,10.500,86.750,53.50,0.000,0,0,71
Greedy,Turtle,muju-phasing-2 h0,4,2,0,2,0.5000,0.1500,0.8500,1,2,1,2,15.3,0.7500,0.5000,8.500,5.750,2.750,29.75,0.000,0,0,14
Greedy,Turtle,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,13.8,1.0000,0.0000,9.000,5.500,3.500,26.00,0.000,0,0,15
MiningDenial,Mono-fire,muju-phasing-2 h0,4,3,1,0,0.7500,0.3006,0.9544,1,2,2,2,11.0,0.7500,0.0000,25.750,19.750,6.000,20.75,0.000,0,0,40
MiningDenial,Mono-fire,muju-phasing-2 h3,4,3,1,0,0.7500,0.3006,0.9544,2,2,1,2,10.3,0.7500,0.0000,25.500,20.250,5.250,18.75,0.000,0,0,15
MiningDenial,Mono-lightning,muju-phasing-2 h0,4,2,2,0,0.5000,0.1500,0.8500,1,2,1,2,9.0,0.5000,0.0000,27.750,21.750,6.000,16.50,0.000,0,0,20
MiningDenial,Mono-lightning,muju-phasing-2 h3,4,3,1,0,0.7500,0.3006,0.9544,2,2,1,2,10.5,0.7500,0.0000,29.750,22.500,7.250,19.25,0.000,0,0,30
MiningDenial,Mono-metal,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,20.0,1.0000,0.0000,69.750,61.250,8.500,38.50,0.000,0,0,62
MiningDenial,Mono-metal,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,16.8,1.0000,0.0000,59.000,51.500,7.500,32.00,0.000,0,0,44
MiningDenial,Mono-plant,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,19.0,1.0000,0.0000,64.250,55.750,8.500,36.50,0.000,0,0,99
MiningDenial,Mono-plant,muju-phasing-2 h3,4,3,0,1,0.7500,0.3006,0.9544,2,2,1,2,21.5,0.8750,0.2500,68.500,57.750,10.750,41.50,0.000,0,0,84
MiningDenial,Mono-shadow,muju-phasing-2 h0,4,1,3,0,0.2500,0.0456,0.6994,0,2,1,2,17.0,0.2500,0.0000,25.750,19.750,6.000,32.75,0.000,0,0,27
MiningDenial,Mono-shadow,muju-phasing-2 h3,4,2,2,0,0.5000,0.1500,0.8500,2,2,0,2,12.5,0.5000,0.0000,22.500,18.250,4.250,23.00,0.000,0,0,15
MiningDenial,Mono-water,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,19.5,1.0000,0.0000,57.250,52.750,4.500,37.50,0.000,0,0,63
MiningDenial,Mono-water,muju-phasing-2 h3,4,3,0,1,0.7500,0.3006,0.9544,1,2,2,2,15.8,0.8750,0.2500,50.750,46.000,4.750,30.50,0.000,0,0,62
MiningDenial,Random,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,12.5,1.0000,0.0000,45.250,39.500,5.750,23.50,0.000,0,0,69
MiningDenial,Random,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,11.0,1.0000,0.0000,41.250,36.750,4.500,20.50,0.000,0,0,136
MiningDenial,Rush,muju-phasing-2 h0,4,1,3,0,0.2500,0.0456,0.6994,1,2,0,2,22.3,0.2500,0.0000,160.250,39.750,120.500,42.75,0.000,0,0,225
MiningDenial,Rush,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,16.5,0.0000,0.0000,116.000,30.000,86.000,31.50,0.000,0,0,156
MiningDenial,Tier1Spam,muju-phasing-2 h0,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,36.5,0.2500,0.5000,170.000,61.750,108.250,72.00,0.000,0,0,185
MiningDenial,Tier1Spam,muju-phasing-2 h3,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,43.3,0.1250,0.2500,208.750,82.500,126.250,85.25,0.000,0,0,242
MiningDenial,Turtle,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,26.0,1.0000,0.0000,83.000,79.500,3.500,50.25,0.000,0,0,124
MiningDenial,Turtle,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,17.8,1.0000,0.0000,63.250,56.750,6.500,34.00,0.000,0,0,62
Mono-fire,Mono-lightning,muju-phasing-2 h0,4,3,1,0,0.7500,0.3006,0.9544,2,2,1,2,9.8,0.7500,0.0000,16.500,7.250,9.250,17.75,0.000,0,0,10
Mono-fire,Mono-lightning,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,12.3,0.0000,0.0000,20.250,10.750,9.500,23.00,0.000,0,0,11
Mono-fire,Mono-metal,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,15.8,1.0000,0.0000,17.750,9.750,8.000,29.75,0.000,0,0,14
Mono-fire,Mono-metal,muju-phasing-2 h3,4,3,1,0,0.7500,0.3006,0.9544,2,2,1,2,11.5,0.7500,0.0000,13.250,7.500,5.750,21.25,0.000,0,0,11
Mono-fire,Mono-plant,muju-phasing-2 h0,4,3,1,0,0.7500,0.3006,0.9544,2,2,1,2,10.5,0.7500,0.0000,11.000,4.750,6.250,19.25,0.000,0,0,8
Mono-fire,Mono-plant,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,11.0,1.0000,0.0000,11.500,7.000,4.500,20.50,0.000,0,0,11
Mono-fire,Mono-shadow,muju-phasing-2 h0,4,1,3,0,0.2500,0.0456,0.6994,1,2,0,2,9.3,0.2500,0.0000,11.000,5.500,5.500,17.00,0.000,0,0,8
Mono-fire,Mono-shadow,muju-phasing-2 h3,4,2,2,0,0.5000,0.1500,0.8500,1,2,1,2,8.3,0.5000,0.0000,11.000,6.500,4.500,15.00,0.000,0,0,7
Mono-fire,Mono-water,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,15.8,0.0000,0.0000,13.250,8.500,4.750,30.00,0.000,0,0,11
Mono-fire,Mono-water,muju-phasing-2 h3,4,1,3,0,0.2500,0.0456,0.6994,0,2,1,2,18.0,0.2500,0.0000,19.750,14.500,5.250,34.75,0.000,0,0,15
Mono-fire,Random,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,10.8,1.0000,0.0000,14.500,6.500,8.000,20.00,0.000,0,0,16
Mono-fire,Random,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,13.3,1.0000,0.0000,14.750,7.250,7.500,25.00,0.000,0,0,18
Mono-fire,Rush,muju-phasing-2 h0,4,1,3,0,0.2500,0.0456,0.6994,1,2,0,2,12.8,0.2500,0.0000,66.000,7.000,59.000,24.00,0.000,0,0,74
Mono-fire,Rush,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,14.8,0.0000,0.0000,83.250,12.000,71.250,28.25,0.000,0,0,63
Mono-fire,Tier1Spam,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,23.8,0.0000,0.0000,85.750,14.500,71.250,46.00,0.000,0,0,56
Mono-fire,Tier1Spam,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,21.0,0.0000,0.0000,82.750,12.000,70.750,40.50,0.000,0,0,65
Mono-fire,Turtle,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,26.5,1.0000,0.0000,16.750,12.500,4.250,51.25,0.000,0,0,21
Mono-fire,Turtle,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,18.5,1.0000,0.0000,13.000,10.000,3.000,35.25,0.000,0,0,17
Mono-lightning,Mono-metal,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,19.8,0.0000,0.0000,24.750,15.500,9.250,38.00,0.000,0,0,20
Mono-lightning,Mono-metal,muju-phasing-2 h3,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,25.0,0.2500,0.5000,29.750,18.750,11.000,49.00,0.000,0,0,23
Mono-lightning,Mono-plant,muju-phasing-2 h0,4,1,2,1,0.2500,0.0456,0.6994,0,2,1,2,28.0,0.3750,0.2500,30.000,18.750,11.250,54.75,0.000,0,0,23
Mono-lightning,Mono-plant,muju-phasing-2 h3,4,1,1,2,0.2500,0.0456,0.6994,1,2,0,2,31.8,0.5000,0.5000,32.000,23.750,8.250,62.25,0.000,0,0,20
Mono-lightning,Mono-shadow,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,7.5,0.0000,0.0000,12.750,8.250,4.500,13.50,0.000,0,0,7
