botA,botB,variant,games,aWins,bWins,draws,aWinRate,aWinLo,aWinHi,aWinsAsWhite,gamesAasWhite,aWinsAsBlack,gamesAasBlack,meanTurns,aScore,inactivityDrawRate,purchasesPerGame,aPurchasesPerGame,bPurchasesPerGame,meanCompletedTurns,adjudicationRate,invariantViolations,illegalActionsTotal,meanDurationMs
Mono-lightning,Mono-plant,muju-phasing-1 h0,4,0,1,3,0.0000,0.0000,0.4899,0,2,0,2,20.3,0.3750,0.7500,22.750,13.250,9.500,39.75,0.000,0,0,12
Mono-lightning,Mono-plant,muju-phasing-1 h3,4,1,0,3,0.2500,0.0456,0.6994,1,2,0,2,26.0,0.6250,0.7500,29.500,21.250,8.250,51.00,0.000,0,0,14
Mono-lightning,Mono-shadow,muju-phasing-1 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,7.5,0.0000,0.0000,12.750,8.250,4.500,13.50,0.000,0,0,6
Mono-lightning,Mono-shadow,muju-phasing-1 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,8.5,0.0000,0.0000,15.500,8.750,6.750,15.50,0.000,0,0,7
Mono-lightning,Mono-water,muju-phasing-1 h0,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,17.0,0.1250,0.2500,17.500,11.750,5.750,32.75,0.000,0,0,10
Mono-lightning,Mono-water,muju-phasing-1 h3,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,15.5,0.1250,0.2500,18.000,12.750,5.250,29.75,0.000,0,0,10
Mono-lightning,Random,muju-phasing-1 h0,4,3,1,0,0.7500,0.3006,0.9544,1,2,2,2,12.5,0.7500,0.0000,16.250,7.500,8.750,23.75,0.000,0,0,15
Mono-lightning,Random,muju-phasing-1 h3,4,2,0,2,0.5000,0.1500,0.8500,1,2,1,2,15.3,0.7500,0.5000,19.250,9.500,9.750,29.25,0.000,0,0,50
Mono-lightning,Rush,muju-phasing-1 h0,4,1,3,0,0.2500,0.0456,0.6994,1,2,0,2,10.0,0.2500,0.0000,50.000,10.500,39.500,18.25,0.000,0,0,28
Mono-lightning,Rush,muju-phasing-1 h3,4,1,3,0,0.2500,0.0456,0.6994,1,2,0,2,11.0,0.2500,0.0000,51.750,9.750,42.000,20.25,0.000,0,0,24
Mono-lightning,Tier1Spam,muju-phasing-1 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,13.0,0.0000,0.0000,50.750,12.000,38.750,24.50,0.000,0,0,21
Mono-lightning,Tier1Spam,muju-phasing-1 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,15.8,0.0000,0.0000,70.000,13.500,56.500,30.00,0.000,0,0,39
Mono-lightning,Turtle,muju-phasing-1 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,24.0,1.0000,0.0000,21.750,18.250,3.500,46.75,0.000,0,0,14
Mono-lightning,Turtle,muju-phasing-1 h3,4,2,1,1,0.5000,0.1500,0.8500,1,2,1,2,31.5,0.6250,0.2500,34.000,28.250,5.750,61.75,0.000,0,0,18
Mono-metal,Mono-plant,muju-phasing-1 h0,4,1,0,3,0.2500,0.0456,0.6994,0,2,1,2,11.3,0.6250,0.7500,11.000,6.500,4.500,21.75,0.000,0,0,10
Mono-metal,Mono-plant,muju-phasing-1 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,11.5,0.5000,1.0000,12.250,6.750,5.500,22.75,0.000,0,0,10
Mono-metal,Mono-shadow,muju-phasing-1 h0,4,1,0,3,0.2500,0.0456,0.6994,0,2,1,2,16.3,0.6250,0.7500,16.750,8.500,8.250,31.75,0.000,0,0,13
Mono-metal,Mono-shadow,muju-phasing-1 h3,4,2,0,2,0.5000,0.1500,0.8500,2,2,0,2,15.8,0.7500,0.5000,15.500,8.000,7.500,30.50,0.000,0,0,17
Mono-metal,Mono-water,muju-phasing-1 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,10.3,0.5000,1.0000,8.750,5.250,3.500,20.00,0.000,0,0,8
Mono-metal,Mono-water,muju-phasing-1 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,11.5,0.5000,1.0000,10.750,6.250,4.500,22.75,0.000,0,0,9
Mono-metal,Random,muju-phasing-1 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,20.8,0.5000,1.0000,19.000,9.250,9.750,41.25,0.000,0,0,65
Mono-metal,Random,muju-phasing-1 h3,4,1,0,3,0.2500,0.0456,0.6994,1,2,0,2,11.0,0.6250,0.7500,16.000,7.000,9.000,21.00,0.000,0,0,29
Mono-metal,Rush,muju-phasing-1 h0,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,26.0,0.1250,0.2500,103.750,7.750,96.000,51.00,0.000,0,0,89
Mono-metal,Rush,muju-phasing-1 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,20.8,0.0000,0.0000,111.750,8.750,103.000,39.50,0.000,0,0,116
Mono-metal,Tier1Spam,muju-phasing-1 h0,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,26.8,0.2500,0.5000,92.500,8.250,84.250,52.75,0.000,0,0,52
Mono-metal,Tier1Spam,muju-phasing-1 h3,4,0,1,3,0.0000,0.0000,0.4899,0,2,0,2,22.3,0.3750,0.7500,71.500,9.000,62.500,43.75,0.000,0,0,46
Mono-metal,Turtle,muju-phasing-1 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,7.5,0.5000,1.0000,8.750,6.000,2.750,14.50,0.000,0,0,7
Mono-metal,Turtle,muju-phasing-1 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,7.0,0.5000,1.0000,7.500,5.000,2.500,13.50,0.000,0,0,6
Mono-plant,Mono-shadow,muju-phasing-1 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,22.0,0.5000,1.0000,18.500,8.250,10.250,43.50,0.000,0,0,12
Mono-plant,Mono-shadow,muju-phasing-1 h3,4,0,1,3,0.0000,0.0000,0.4899,0,2,0,2,17.5,0.3750,0.7500,16.000,7.500,8.500,34.25,0.000,0,0,11
Mono-plant,Mono-water,muju-phasing-1 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,12.5,0.5000,1.0000,10.250,5.750,4.500,24.75,0.000,0,0,10
Mono-plant,Mono-water,muju-phasing-1 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,10.0,0.5000,1.0000,8.250,4.750,3.500,19.75,0.000,0,0,7
Mono-plant,Random,muju-phasing-1 h0,4,1,0,3,0.2500,0.0456,0.6994,0,2,1,2,15.3,0.6250,0.7500,13.000,7.000,6.000,29.50,0.000,0,0,44
Mono-plant,Random,muju-phasing-1 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,18.3,0.5000,1.0000,16.500,7.750,8.750,36.25,0.000,0,0,52
Mono-plant,Rush,muju-phasing-1 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,22.0,0.0000,0.0000,107.250,7.750,99.500,42.25,0.000,0,0,125
Mono-plant,Rush,muju-phasing-1 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,16.3,0.0000,0.0000,94.000,7.000,87.000,31.25,0.000,0,0,83
Mono-plant,Tier1Spam,muju-phasing-1 h0,4,1,3,0,0.2500,0.0456,0.6994,0,2,1,2,18.3,0.2500,0.0000,78.000,6.750,71.250,35.00,0.000,0,0,47
Mono-plant,Tier1Spam,muju-phasing-1 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,20.0,0.0000,0.0000,77.000,6.000,71.000,38.75,0.000,0,0,48
Mono-plant,Turtle,muju-phasing-1 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,7.5,0.5000,1.0000,6.750,4.500,2.250,14.50,0.000,0,0,5
Mono-plant,Turtle,muju-phasing-1 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,8.0,0.5000,1.0000,6.500,4.000,2.500,15.75,0.000,0,0,5
Mono-shadow,Mono-water,muju-phasing-1 h0,4,0,1,3,0.0000,0.0000,0.4899,0,2,0,2,12.5,0.3750,0.7500,13.000,8.500,4.500,24.25,0.000,0,0,7
Mono-shadow,Mono-water,muju-phasing-1 h3,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,15.3,0.2500,0.5000,13.250,7.750,5.500,29.50,0.000,0,0,10
Mono-shadow,Random,muju-phasing-1 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,11.8,1.0000,0.0000,14.000,5.750,8.250,22.00,0.000,0,0,30
Mono-shadow,Random,muju-phasing-1 h3,4,3,0,1,0.7500,0.3006,0.9544,2,2,1,2,7.5,0.8750,0.2500,10.250,4.750,5.500,14.00,0.000,0,0,35
Mono-shadow,Rush,muju-phasing-1 h0,4,1,2,1,0.2500,0.0456,0.6994,1,2,0,2,26.0,0.3750,0.2500,100.500,11.250,89.250,50.50,0.000,0,0,59
Mono-shadow,Rush,muju-phasing-1 h3,4,1,3,0,0.2500,0.0456,0.6994,0,2,1,2,21.5,0.2500,0.0000,95.750,10.250,85.500,41.75,0.000,0,0,61
Mono-shadow,Tier1Spam,muju-phasing-1 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,20.0,0.0000,0.0000,74.250,11.000,63.250,38.50,0.000,0,0,35
Mono-shadow,Tier1Spam,muju-phasing-1 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,17.8,0.0000,0.0000,70.500,10.750,59.750,34.00,0.000,0,0,38
Mono-shadow,Turtle,muju-phasing-1 h0,4,1,0,3,0.2500,0.0456,0.6994,0,2,1,2,17.3,0.6250,0.7500,11.750,7.000,4.750,33.75,0.000,0,0,11
Mono-shadow,Turtle,muju-phasing-1 h3,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,24.5,0.2500,0.5000,18.250,11.000,7.250,48.00,0.000,0,0,15
Mono-water,Random,muju-phasing-1 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,12.8,0.5000,1.0000,14.000,5.000,9.000,25.00,0.000,0,0,39
Mono-water,Random,muju-phasing-1 h3,4,2,0,2,0.5000,0.1500,0.8500,1,2,1,2,16.5,0.7500,0.5000,14.500,6.000,8.500,31.75,0.000,0,0,39
Mono-water,Rush,muju-phasing-1 h0,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,29.3,0.1250,0.2500,98.500,7.500,91.000,57.25,0.000,0,0,52
Mono-water,Rush,muju-phasing-1 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,35.0,0.0000,0.0000,126.500,10.750,115.750,69.00,0.000,0,0,94
Mono-water,Tier1Spam,muju-phasing-1 h0,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,34.8,0.1250,0.2500,79.000,7.250,71.750,68.75,0.000,0,0,51
Mono-water,Tier1Spam,muju-phasing-1 h3,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,22.8,0.1250,0.2500,67.250,5.250,62.000,44.25,0.000,0,0,33
Mono-water,Turtle,muju-phasing-1 h0,4,1,0,3,0.2500,0.0456,0.6994,0,2,1,2,10.3,0.6250,0.7500,6.250,3.750,2.500,19.50,0.000,0,0,7
Mono-water,Turtle,muju-phasing-1 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,7.3,0.5000,1.0000,5.750,3.000,2.750,14.25,0.000,0,0,7
Random,Rush,muju-phasing-1 h0,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,12.0,0.2500,0.5000,66.000,7.250,58.750,23.25,0.000,0,0,142
Random,Rush,muju-phasing-1 h3,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,12.8,0.1250,0.2500,78.750,6.500,72.250,24.50,0.000,0,0,170
Random,Tier1Spam,muju-phasing-1 h0,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,19.8,0.2500,0.5000,100.750,11.250,89.500,38.50,0.000,0,0,187
Random,Tier1Spam,muju-phasing-1 h3,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,13.8,0.2500,0.5000,64.000,7.750,56.250,26.50,0.000,0,0,122
Random,Turtle,muju-phasing-1 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,6.3,0.5000,1.0000,9.000,7.250,1.750,12.50,0.000,0,0,5
Random,Turtle,muju-phasing-1 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,5.0,0.5000,1.0000,9.250,7.250,2.000,10.00,0.000,0,0,4
Rush,Tier1Spam,muju-phasing-1 h0,4,1,1,2,0.2500,0.0456,0.6994,1,2,0,2,56.0,0.5000,0.5000,229.000,146.500,82.500,110.75,0.000,0,0,379
Rush,Tier1Spam,muju-phasing-1 h3,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,60.5,0.2500,0.5000,229.000,140.750,88.250,120.00,0.000,0,0,320
Rush,Turtle,muju-phasing-1 h0,4,3,0,1,0.7500,0.3006,0.9544,2,2,1,2,10.3,0.8750,0.2500,57.750,56.000,1.750,19.50,0.000,0,0,89
Rush,Turtle,muju-phasing-1 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,18.0,1.0000,0.0000,114.500,110.250,4.250,34.25,0.000,0,0,243
Tier1Spam,Turtle,muju-phasing-1 h0,4,2,0,2,0.5000,0.1500,0.8500,2,2,0,2,13.3,0.7500,0.5000,63.000,59.250,3.750,25.25,0.000,0,0,36
Tier1Spam,Turtle,muju-phasing-1 h3,4,3,0,1,0.7500,0.3006,0.9544,2,2,1,2,18.3,0.8750,0.2500,85.750,82.000,3.750,35.00,0.000,0,0,70
