Handicap,W1_ID,Family,Best_pattern,Best_index,Legal_replies,Within_one_of_global_best,No_White_capture_near_best,Global_best_pattern,Global_best_index
3,464,0,547,-7.44,797,0,0,1163,-9
3,464,1,1163,-9,1070,1,1,1163,-9
3,464,2,3031,-7.22,1811,0,0,1163,-9
4,464,0,547,-8.44,797,0,0,4220,-11.9
4,464,1,1163,-10,1070,0,0,4220,-11.9
4,464,2,3031,-8.22,1811,0,0,4220,-11.9
4,464,3,4220,-11.9,786,1,1,4220,-11.9
4,464,4,5295,-8.1,1157,0,0,4220,-11.9
4,464,5,6168,-7.54,797,0,0,4220,-11.9
4,464,6,6965,-7.54,797,0,0,4220,-11.9
4,464,7,7762,-8.94,797,0,0,4220,-11.9
0,465,0,85,-2.9,797,3,3,85,-2.9
3,465,0,85,-5.9,797,0,0,818,-7.46
3,465,1,818,-7.46,1070,3,3,818,-7.46
3,465,2,3586,-7.16,1811,9,9,818,-7.46
4,465,0,85,-6.9,797,0,0,3707,-10.36
4,465,1,818,-8.46,1070,0,0,3707,-10.36
4,465,2,3586,-8.16,1811,0,0,3707,-10.36
4,465,3,3707,-10.36,786,3,3,3707,-10.36
4,465,4,5149,-7.14,1157,0,0,3707,-10.36
4,465,5,5706,-6,797,0,0,3707,-10.36
4,465,6,6503,-6,797,0,0,3707,-10.36
4,465,7,7300,-7.4,797,0,0,3707,-10.36
0,466,0,85,-2.9,797,3,3,85,-2.9
3,466,0,85,-5.9,797,0,0,818,-7.46
3,466,1,818,-7.46,1070,3,3,818,-7.46
3,466,2,3586,-7.16,1811,13,13,818,-7.46
4,466,0,85,-6.9,797,0,0,3707,-10.36
4,466,1,818,-8.46,1070,0,0,3707,-10.36
4,466,2,3586,-8.16,1811,0,0,3707,-10.36
4,466,3,3707,-10.36,786,3,3,3707,-10.36
4,466,4,5149,-7.14,1157,0,0,3707,-10.36
4,466,5,5706,-6,797,0,0,3707,-10.36
4,466,6,6503,-6,797,0,0,3707,-10.36
4,466,7,7300,-7.4,797,0,0,3707,-10.36
0,467,0,85,-2.9,797,3,3,85,-2.9
3,467,0,85,-5.9,797,0,0,818,-7.46
3,467,1,818,-7.46,1070,3,3,818,-7.46
3,467,2,3586,-7.16,1811,13,13,818,-7.46
4,467,0,85,-6.9,797,0,0,3707,-10.36
4,467,1,818,-8.46,1070,0,0,3707,-10.36
4,467,2,3586,-8.16,1811,0,0,3707,-10.36
4,467,3,3707,-10.36,786,3,3,3707,-10.36
4,467,4,5149,-7.14,1157,0,0,3707,-10.36
4,467,5,5706,-6,797,0,0,3707,-10.36
4,467,6,6503,-6,797,0,0,3707,-10.36
4,467,7,7300,-7.4,797,0,0,3707,-10.36
0,468,0,85,-2.9,797,3,3,85,-2.9
3,468,0,85,-5.9,797,0,0,818,-7.46
3,468,1,818,-7.46,1070,3,3,818,-7.46
3,468,2,3586,-7.16,1811,9,9,818,-7.46
4,468,0,85,-6.9,797,0,0,3707,-10.36
4,468,1,818,-8.46,1070,0,0,3707,-10.36
4,468,2,3586,-8.16,1811,0,0,3707,-10.36
4,468,3,3707,-10.36,786,3,3,3707,-10.36
4,468,4,5149,-7.14,1157,0,0,3707,-10.36
4,468,5,5706,-6,797,0,0,3707,-10.36
4,468,6,6503,-6,797,0,0,3707,-10.36
4,468,7,7300,-7.4,797,0,0,3707,-10.36
0,469,0,547,-4.7,797,1,1,547,-4.7
3,469,0,547,-7.7,797,0,0,1163,-9.26
3,469,1,1163,-9.26,1070,1,1,1163,-9.26
3,469,2,3031,-7.48,1811,0,0,1163,-9.26
4,469,0,547,-8.7,797,0,0,4220,-12.16
4,469,1,1163,-10.26,1070,0,0,4220,-12.16
4,469,2,3031,-8.48,1811,0,0,4220,-12.16
4,469,3,4220,-12.16,786,1,1,4220,-12.16
4,469,4,5295,-8.36,1157,0,0,4220,-12.16
4,469,5,6168,-7.8,797,0,0,4220,-12.16
4,469,6,6965,-7.8,797,0,0,4220,-12.16
4,469,7,7762,-9.2,797,0,0,4220,-12.16
0,470,0,547,-5.62,797,1,1,547,-5.62
3,470,0,547,-8.62,797,0,0,1163,-10.18
3,470,1,1163,-10.18,1070,1,1,1163,-10.18
3,470,2,3031,-8.4,1811,0,0,1163,-10.18
4,470,0,547,-9.62,797,0,0,4220,-13.08
4,470,1,1163,-11.18,1070,0,0,4220,-13.08
4,470,2,3031,-9.4,1811,0,0,4220,-13.08
4,470,3,4220,-13.08,786,1,1,4220,-13.08
4,470,4,5295,-9.28,1157,0,0,4220,-13.08
4,470,5,6168,-8.72,797,0,0,4220,-13.08
4,470,6,6965,-8.72,797,0,0,4220,-13.08
4,470,7,7762,-10.12,797,0,0,4220,-13.08
0,471,0,85,-2.5,797,3,3,85,-2.5
3,471,0,85,-5.5,797,0,0,818,-7.06
3,471,1,818,-7.06,1070,3,3,818,-7.06
3,471,2,1919,-5.16,1811,0,0,818,-7.06
4,471,0,85,-6.5,797,0,0,3707,-9.96
4,471,1,818,-8.06,1070,0,0,3707,-9.96
4,471,2,1919,-6.16,1811,0,0,3707,-9.96
4,471,3,3707,-9.96,786,3,3,3707,-9.96
4,471,4,5149,-6.74,1157,0,0,3707,-9.96
4,471,5,5706,-5.6,797,0,0,3707,-9.96
4,471,6,6503,-5.6,797,0,0,3707,-9.96
4,471,7,7300,-7,797,0,0,3707,-9.96
0,472,0,85,-2.5,797,3,3,85,-2.5
3,472,0,85,-5.5,797,0,0,818,-7.06
3,472,1,818,-7.06,1070,3,3,818,-7.06
3,472,2,3398,-6.08,1811,2,2,818,-7.06
4,472,0,85,-6.5,797,0,0,3707,-9.96
4,472,1,818,-8.06,1070,0,0,3707,-9.96
4,472,2,3398,-7.08,1811,0,0,3707,-9.96
4,472,3,3707,-9.96,786,3,3,3707,-9.96
4,472,4,5149,-6.74,1157,0,0,3707,-9.96
4,472,5,5706,-5.6,797,0,0,3707,-9.96
4,472,6,6503,-5.6,797,0,0,3707,-9.96
4,472,7,7300,-7,797,0,0,3707,-9.96
0,473,0,85,-2.5,797,3,3,85,-2.5
3,473,0,85,-5.5,797,0,0,818,-7.06
3,473,1,818,-7.06,1070,3,3,818,-7.06
3,473,2,3398,-6.08,1811,2,2,818,-7.06
4,473,0,85,-6.5,797,0,0,3707,-9.96
4,473,1,818,-8.06,1070,0,0,3707,-9.96
4,473,2,3398,-7.08,1811,0,0,3707,-9.96
4,473,3,3707,-9.96,786,3,3,3707,-9.96
4,473,4,5149,-6.74,1157,0,0,3707,-9.96
4,473,5,5706,-5.6,797,0,0,3707,-9.96
4,473,6,6503,-5.6,797,0,0,3707,-9.96
4,473,7,7300,-7,797,0,0,3707,-9.96
0,474,0,85,-2.5,797,3,3,85,-2.5
3,474,0,85,-5.5,797,0,0,818,-7.06
3,474,1,818,-7.06,1070,3,3,818,-7.06
3,474,2,3398,-6.08,1811,2,2,818,-7.06
4,474,0,85,-6.5,797,0,0,3707,-9.96
4,474,1,818,-8.06,1070,0,0,3707,-9.96
4,474,2,3398,-7.08,1811,0,0,3707,-9.96
4,474,3,3707,-9.96,786,3,3,3707,-9.96
4,474,4,5149,-6.74,1157,0,0,3707,-9.96
4,474,5,5706,-5.6,797,0,0,3707,-9.96
4,474,6,6503,-5.6,797,0,0,3707,-9.96
4,474,7,7300,-7,797,0,0,3707,-9.96
0,475,0,85,-5.28,797,3,3,85,-5.28
3,475,0,85,-8.28,797,0,0,818,-9.84
3,475,1,818,-9.84,1070,3,3,818,-9.84
3,475,2,1919,-7.94,1811,0,0,818,-9.84
4,475,0,85,-9.28,797,0,0,3707,-12.74
4,475,1,818,-10.84,1070,0,0,3707,-12.74
4,475,2,1919,-8.94,1811,0,0,3707,-12.74
4,475,3,3707,-12.74,786,3,3,3707,-12.74
4,475,4,5149,-9.96,1157,0,0,3707,-12.74
4,475,5,5706,-8.38,797,0,0,3707,-12.74
4,475,6,6503,-8.38,797,0,0,3707,-12.74
4,475,7,7300,-9.78,797,0,0,3707,-12.74
0,476,0,85,-3.14,797,3,3,85,-3.14
3,476,0,85,-6.14,797,0,0,818,-7.7
3,476,1,818,-7.7,1070,3,3,818,-7.7
3,476,2,3586,-7.16,1811,5,5,818,-7.7
4,476,0,85,-7.14,797,0,0,3707,-10.6
4,476,1,818,-8.7,1070,0,0,3707,-10.6
4,476,2,3586,-8.16,1811,0,0,3707,-10.6
4,476,3,3707,-10.6,786,3,3,3707,-10.6
4,476,4,5149,-7.38,1157,0,0,3707,-10.6
4,476,5,5706,-6.24,797,0,0,3707,-10.6
4,476,6,6503,-6.24,797,0,0,3707,-10.6
4,476,7,7300,-7.64,797,0,0,3707,-10.6
0,477,0,85,-2.46,797,3,3,85,-2.46
3,477,0,85,-5.46,797,0,0,818,-7.02
3,477,1,818,-7.02,1070,3,3,818,-7.02
3,477,2,1919,-5.12,1811,0,0,818,-7.02
4,477,0,85,-6.46,797,0,0,3707,-9.92
4,477,1,818,-8.02,1070,0,0,3707,-9.92
4,477,2,1919,-6.12,1811,0,0,3707,-9.92
4,477,3,3707,-9.92,786,3,3,3707,-9.92
4,477,4,5149,-6.7,1157,0,0,3707,-9.92
4,477,5,5706,-5.56,797,0,0,3707,-9.92
4,477,6,6503,-5.56,797,0,0,3707,-9.92
4,477,7,7300,-6.96,797,0,0,3707,-9.92
0,478,0,85,-2.46,797,3,3,85,-2.46
3,478,0,85,-5.46,797,0,0,818,-7.02
3,478,1,818,-7.02,1070,3,3,818,-7.02
3,478,2,3398,-5.86,1811,0,0,818,-7.02
4,478,0,85,-6.46,797,0,0,3707,-9.92
4,478,1,818,-8.02,1070,0,0,3707,-9.92
4,478,2,3398,-6.86,1811,0,0,3707,-9.92
4,478,3,3707,-9.92,786,3,3,3707,-9.92
4,478,4,5149,-6.7,1157,0,0,3707,-9.92
4,478,5,5706,-5.56,797,0,0,3707,-9.92
4,478,6,6503,-5.56,797,0,0,3707,-9.92
4,478,7,7300,-6.96,797,0,0,3707,-9.92
0,479,0,85,-2.46,797,3,3,85,-2.46
3,479,0,85,-5.46,797,0,0,818,-7.02
3,479,1,818,-7.02,1070,3,3,818,-7.02
3,479,2,3398,-5.86,1811,0,0,818,-7.02
4,479,0,85,-6.46,797,0,0,3707,-9.92
4,479,1,818,-8.02,1070,0,0,3707,-9.92
4,479,2,3398,-6.86,1811,0,0,3707,-9.92
4,479,3,3707,-9.92,786,3,3,3707,-9.92
4,479,4,5149,-6.7,1157,0,0,3707,-9.92
4,479,5,5706,-5.56,797,0,0,3707,-9.92
4,479,6,6503,-5.56,797,0,0,3707,-9.92
4,479,7,7300,-6.96,797,0,0,3707,-9.92
0,480,0,85,-2.46,797,3,3,85,-2.46
3,480,0,85,-5.46,797,0,0,818,-7.02
3,480,1,818,-7.02,1070,3,3,818,-7.02
3,480,2,3398,-5.86,1811,0,0,818,-7.02
4,480,0,85,-6.46,797,0,0,3707,-9.92
4,480,1,818,-8.02,1070,0,0,3707,-9.92
4,480,2,3398,-6.86,1811,0,0,3707,-9.92
4,480,3,3707,-9.92,786,3,3,3707,-9.92
4,480,4,5149,-6.7,1157,0,0,3707,-9.92
4,480,5,5706,-5.56,797,0,0,3707,-9.92
4,480,6,6503,-5.56,797,0,0,3707,-9.92
4,480,7,7300,-6.96,797,0,0,3707,-9.92
0,481,0,85,-1.84,797,3,3,85,-1.84
3,481,0,85,-4.84,797,0,0,818,-6.4
3,481,1,818,-6.4,1070,3,3,818,-6.4
3,481,2,1919,-4.5,1811,0,0,818,-6.4
4,481,0,85,-5.84,797,0,0,3707,-9.3
4,481,1,818,-7.4,1070,0,0,3707,-9.3
4,481,2,1919,-5.5,1811,0,0,3707,-9.3
4,481,3,3707,-9.3,786,3,3,3707,-9.3
4,481,4,5149,-7.03,1157,0,0,3707,-9.3
4,481,5,5706,-4.94,797,0,0,3707,-9.3
4,481,6,6503,-4.94,797,0,0,3707,-9.3
4,481,7,7300,-6.34,797,0,0,3707,-9.3
0,482,0,85,-2.02,797,3,3,85,-2.02
3,482,0,85,-5.02,797,0,0,818,-6.58
3,482,1,818,-6.58,1070,3,3,818,-6.58
3,482,2,1919,-4.68,1811,0,0,818,-6.58
4,482,0,85,-6.02,797,0,0,3707,-9.48
4,482,1,818,-7.58,1070,0,0,3707,-9.48
4,482,2,1919,-5.68,1811,0,0,3707,-9.48
4,482,3,3707,-9.48,786,3,3,3707,-9.48
4,482,4,5149,-7.03,1157,0,0,3707,-9.48
4,482,5,5706,-5.12,797,0,0,3707,-9.48
4,482,6,6503,-5.12,797,0,0,3707,-9.48
4,482,7,7300,-6.52,797,0,0,3707,-9.48
0,483,0,85,-4.6,797,14,14,85,-4.6
3,483,0,85,-7.6,797,0,0,818,-9.16
3,483,1,818,-9.16,1070,12,12,818,-9.16
3,483,2,3398,-7.96,1811,0,0,818,-9.16
4,483,0,85,-8.6,797,0,0,3707,-12.06
4,483,1,818,-10.16,1070,0,0,3707,-12.06
4,483,2,3398,-8.96,1811,0,0,3707,-12.06
4,483,3,3707,-12.06,786,12,12,3707,-12.06
4,483,4,5149,-8.84,1157,0,0,3707,-12.06
4,483,5,5706,-7.7,797,0,0,3707,-12.06
4,483,6,6503,-7.7,797,0,0,3707,-12.06
4,483,7,7300,-9.1,797,0,0,3707,-12.06
0,484,0,85,-4.6,797,14,14,85,-4.6
3,484,0,85,-7.6,797,0,0,818,-9.16
3,484,1,818,-9.16,1070,12,12,818,-9.16
3,484,2,1919,-7.26,1811,0,0,818,-9.16
4,484,0,85,-8.6,797,0,0,3707,-12.06
4,484,1,818,-10.16,1070,0,0,3707,-12.06
4,484,2,1919,-8.26,1811,0,0,3707,-12.06
4,484,3,3707,-12.06,786,12,12,3707,-12.06
4,484,4,5149,-8.84,1157,0,0,3707,-12.06
4,484,5,5706,-7.7,797,0,0,3707,-12.06
4,484,6,6503,-7.7,797,0,0,3707,-12.06
4,484,7,7300,-9.1,797,0,0,3707,-12.06
0,485,0,85,-4.48,797,14,14,85,-4.48
3,485,0,85,-7.48,797,0,0,818,-9.04
3,485,1,818,-9.04,1070,12,12,818,-9.04
3,485,2,3398,-7.96,1811,0,0,818,-9.04
4,485,0,85,-8.48,797,0,0,3707,-11.94
4,485,1,818,-10.04,1070,0,0,3707,-11.94
4,485,2,3398,-8.96,1811,0,0,3707,-11.94
4,485,3,3707,-11.94,786,12,12,3707,-11.94
4,485,4,5149,-8.72,1157,0,0,3707,-11.94
4,485,5,5706,-7.58,797,0,0,3707,-11.94
4,485,6,6503,-7.58,797,0,0,3707,-11.94
4,485,7,7300,-8.98,797,0,0,3707,-11.94
0,486,0,85,-4.36,797,14,14,85,-4.36
3,486,0,85,-7.36,797,0,0,818,-8.92
3,486,1,818,-8.92,1070,12,12,818,-8.92
3,486,2,3398,-7.96,1811,2,2,818,-8.92
4,486,0,85,-8.36,797,0,0,3707,-11.82
4,486,1,818,-9.92,1070,0,0,3707,-11.82
4,486,2,3398,-8.96,1811,0,0,3707,-11.82
4,486,3,3707,-11.82,786,12,12,3707,-11.82
4,486,4,5149,-8.6,1157,0,0,3707,-11.82
4,486,5,5706,-7.46,797,0,0,3707,-11.82
4,486,6,6503,-7.46,797,0,0,3707,-11.82
4,486,7,7300,-8.86,797,0,0,3707,-11.82
0,487,0,85,-4.14,797,14,14,85,-4.14
3,487,0,85,-7.14,797,0,0,818,-8.7
3,487,1,818,-8.7,1070,12,12,818,-8.7
3,487,2,3398,-7.71,1811,2,2,818,-8.7
4,487,0,85,-8.14,797,0,0,3707,-11.6
4,487,1,818,-9.7,1070,0,0,3707,-11.6
4,487,2,3398,-8.71,1811,0,0,3707,-11.6
4,487,3,3707,-11.6,786,12,12,3707,-11.6
4,487,4,5149,-8.38,1157,0,0,3707,-11.6
4,487,5,5706,-7.24,797,0,0,3707,-11.6
4,487,6,6503,-7.24,797,0,0,3707,-11.6
4,487,7,7300,-8.64,797,0,0,3707,-11.6
0,488,0,85,-4.36,797,14,14,85,-4.36
3,488,0,85,-7.36,797,0,0,818,-8.92
3,488,1,818,-8.92,1070,12,12,818,-8.92
3,488,2,3398,-7.96,1811,2,2,818,-8.92
4,488,0,85,-8.36,797,0,0,3707,-11.82
4,488,1,818,-9.92,1070,0,0,3707,-11.82
4,488,2,3398,-8.96,1811,0,0,3707,-11.82
4,488,3,3707,-11.82,786,12,12,3707,-11.82
4,488,4,5149,-8.6,1157,0,0,3707,-11.82
4,488,5,5706,-7.46,797,0,0,3707,-11.82
4,488,6,6503,-7.46,797,0,0,3707,-11.82
4,488,7,7300,-8.86,797,0,0,3707,-11.82
0,489,0,85,-4.6,797,14,14,85,-4.6
3,489,0,85,-7.6,797,0,0,818,-9.16
3,489,1,818,-9.16,1070,12,12,818,-9.16
3,489,2,1919,-7.26,1811,0,0,818,-9.16
4,489,0,85,-8.6,797,0,0,3707,-12.06
4,489,1,818,-10.16,1070,0,0,3707,-12.06
4,489,2,1919,-8.26,1811,0,0,3707,-12.06
4,489,3,3707,-12.06,786,12,12,3707,-12.06
4,489,4,5149,-8.84,1157,0,0,3707,-12.06
4,489,5,5706,-7.7,797,0,0,3707,-12.06
4,489,6,6503,-7.7,797,0,0,3707,-12.06
4,489,7,7300,-9.1,797,0,0,3707,-12.06
0,490,0,85,-4.26,797,14,14,85,-4.26
3,490,0,85,-7.26,797,0,0,818,-8.82
3,490,1,818,-8.82,1070,12,12,818,-8.82
3,490,2,3398,-7.71,1811,0,0,818,-8.82
4,490,0,85,-8.26,797,0,0,3707,-11.72
4,490,1,818,-9.82,1070,0,0,3707,-11.72
4,490,2,3398,-8.71,1811,0,0,3707,-11.72
4,490,3,3707,-11.72,786,12,12,3707,-11.72
4,490,4,5149,-8.5,1157,0,0,3707,-11.72
4,490,5,5706,-7.36,797,0,0,3707,-11.72
4,490,6,6503,-7.36,797,0,0,3707,-11.72
4,490,7,7300,-8.76,797,0,0,3707,-11.72
0,491,0,85,-4.36,797,14,14,85,-4.36
3,491,0,85,-7.36,797,0,0,818,-8.92
3,491,1,818,-8.92,1070,12,12,818,-8.92
3,491,2,1919,-7.02,1811,0,0,818,-8.92
4,491,0,85,-8.36,797,0,0,3707,-11.82
4,491,1,818,-9.92,1070,0,0,3707,-11.82
4,491,2,1919,-8.02,1811,0,0,3707,-11.82
4,491,3,3707,-11.82,786,12,12,3707,-11.82
4,491,4,5149,-8.6,1157,0,0,3707,-11.82
4,491,5,5706,-7.46,797,0,0,3707,-11.82
4,491,6,6503,-7.46,797,0,0,3707,-11.82
4,491,7,7300,-8.86,797,0,0,3707,-11.82
0,492,0,85,-4.36,797,14,14,85,-4.36
3,492,0,85,-7.36,797,0,0,818,-8.92
3,492,1,818,-8.92,1070,12,12,818,-8.92
3,492,2,3398,-7.96,1811,2,2,818,-8.92
4,492,0,85,-8.36,797,0,0,3707,-11.82
4,492,1,818,-9.92,1070,0,0,3707,-11.82
4,492,2,3398,-8.96,1811,0,0,3707,-11.82
4,492,3,3707,-11.82,786,12,12,3707,-11.82
4,492,4,5149,-8.6,1157,0,0,3707,-11.82
4,492,5,5706,-7.46,797,0,0,3707,-11.82
4,492,6,6503,-7.46,797,0,0,3707,-11.82
4,492,7,7300,-8.86,797,0,0,3707,-11.82
0,493,0,85,-4.36,797,14,14,85,-4.36
3,493,0,85,-7.36,797,0,0,818,-8.92
3,493,1,818,-8.92,1070,12,12,818,-8.92
3,493,2,3398,-7.96,1811,2,2,818,-8.92
4,493,0,85,-8.36,797,0,0,3707,-11.82
4,493,1,818,-9.92,1070,0,0,3707,-11.82
4,493,2,3398,-8.96,1811,0,0,3707,-11.82
4,493,3,3707,-11.82,786,12,12,3707,-11.82
4,493,4,5149,-8.6,1157,0,0,3707,-11.82
4,493,5,5706,-7.46,797,0,0,3707,-11.82
4,493,6,6503,-7.46,797,0,0,3707,-11.82
4,493,7,7300,-8.86,797,0,0,3707,-11.82
0,494,0,85,-4.02,797,14,14,85,-4.02
3,494,0,85,-7.02,797,0,0,818,-8.58
3,494,1,818,-8.58,1070,12,12,818,-8.58
3,494,2,3398,-7.71,1811,9,9,818,-8.58
4,494,0,85,-8.02,797,0,0,3707,-11.48
4,494,1,818,-9.58,1070,0,0,3707,-11.48
4,494,2,3398,-8.71,1811,0,0,3707,-11.48
4,494,3,3707,-11.48,786,12,12,3707,-11.48
4,494,4,5149,-8.26,1157,0,0,3707,-11.48
4,494,5,5706,-7.12,797,0,0,3707,-11.48
4,494,6,6503,-7.12,797,0,0,3707,-11.48
4,494,7,7300,-8.52,797,0,0,3707,-11.48
0,495,0,85,-5.48,797,14,14,85,-5.48
3,495,0,85,-8.48,797,0,0,818,-10.04
3,495,1,818,-10.04,1070,12,12,818,-10.04
3,495,2,3398,-8.66,1811,0,0,818,-10.04
4,495,0,85,-9.48,797,0,0,3707,-12.94
4,495,1,818,-11.04,1070,0,0,3707,-12.94
4,495,2,3398,-9.66,1811,0,0,3707,-12.94
4,495,3,3707,-12.94,786,12,12,3707,-12.94
4,495,4,5149,-9.72,1157,0,0,3707,-12.94
4,495,5,5706,-8.58,797,0,0,3707,-12.94
4,495,6,6503,-8.58,797,0,0,3707,-12.94
4,495,7,7300,-9.98,797,0,0,3707,-12.94
0,496,0,85,-5.48,797,14,14,85,-5.48
3,496,0,85,-8.48,797,0,0,818,-10.04
3,496,1,818,-10.04,1070,12,12,818,-10.04
3,496,2,3398,-8.66,1811,0,0,818,-10.04
4,496,0,85,-9.48,797,0,0,3707,-12.94
4,496,1,818,-11.04,1070,0,0,3707,-12.94
4,496,2,3398,-9.66,1811,0,0,3707,-12.94
4,496,3,3707,-12.94,786,12,12,3707,-12.94
4,496,4,5149,-9.72,1157,0,0,3707,-12.94
4,496,5,5706,-8.58,797,0,0,3707,-12.94
4,496,6,6503,-8.58,797,0,0,3707,-12.94
4,496,7,7300,-9.98,797,0,0,3707,-12.94
0,497,0,85,-4.65,797,14,14,85,-4.65
3,497,0,85,-7.64,797,0,0,818,-9.2
3,497,1,818,-9.2,1070,12,12,818,-9.2
3,497,2,1919,-7.31,1811,0,0,818,-9.2
4,497,0,85,-8.64,797,0,0,3707,-12.1
4,497,1,818,-10.2,1070,0,0,3707,-12.1
4,497,2,1919,-8.3,1811,0,0,3707,-12.1
4,497,3,3707,-12.1,786,12,12,3707,-12.1
4,497,4,5149,-8.88,1157,0,0,3707,-12.1
4,497,5,5706,-7.74,797,0,0,3707,-12.1
4,497,6,6503,-7.74,797,0,0,3707,-12.1
4,497,7,7300,-9.14,797,0,0,3707,-12.1
0,498,0,85,-4.65,797,14,14,85,-4.65
3,498,0,85,-7.64,797,0,0,818,-9.2
3,498,1,818,-9.2,1070,12,12,818,-9.2
3,498,2,3398,-8.44,1811,4,4,818,-9.2
4,498,0,85,-8.64,797,0,0,3707,-12.1
4,498,1,818,-10.2,1070,0,0,3707,-12.1
4,498,2,3398,-9.44,1811,0,0,3707,-12.1
4,498,3,3707,-12.1,786,12,12,3707,-12.1
4,498,4,5149,-8.88,1157,0,0,3707,-12.1
4,498,5,5706,-7.74,797,0,0,3707,-12.1
4,498,6,6503,-7.74,797,0,0,3707,-12.1
4,498,7,7300,-9.14,797,0,0,3707,-12.1
0,499,0,85,-4.65,797,15,15,85,-4.65
3,499,0,85,-7.64,797,0,0,818,-9.2
3,499,1,818,-9.2,1070,14,14,818,-9.2
3,499,2,3400,-8.64,1811,13,13,818,-9.2
4,499,0,85,-8.64,797,0,0,3707,-12.1
4,499,1,818,-10.2,1070,0,0,3707,-12.1
4,499,2,3400,-9.64,1811,0,0,3707,-12.1
4,499,3,3707,-12.1,786,13,13,3707,-12.1
4,499,4,5149,-8.88,1157,0,0,3707,-12.1
4,499,5,5706,-7.74,797,0,0,3707,-12.1
4,499,6,6503,-7.74,797,0,0,3707,-12.1
4,499,7,7300,-9.14,797,0,0,3707,-12.1
0,500,0,85,-4.31,797,14,14,85,-4.31
3,500,0,85,-7.31,797,0,0,818,-8.86
3,500,1,818,-8.86,1070,12,12,818,-8.86
3,500,2,3398,-8.19,1811,19,19,818,-8.86
4,500,0,85,-8.3,797,0,0,3707,-11.76
4,500,1,818,-9.86,1070,0,0,3707,-11.76
4,500,2,3398,-9.19,1811,0,0,3707,-11.76
4,500,3,3707,-11.76,786,12,12,3707,-11.76
4,500,4,5149,-8.54,1157,0,0,3707,-11.76
4,500,5,5706,-7.4,797,0,0,3707,-11.76
4,500,6,6503,-7.4,797,0,0,3707,-11.76
4,500,7,7300,-8.8,797,0,0,3707,-11.76
0,501,0,85,-4.26,797,14,14,85,-4.26
3,501,0,85,-7.26,797,0,0,818,-8.82
3,501,1,818,-8.82,1070,12,12,818,-8.82
3,501,2,3398,-7.62,1811,0,0,818,-8.82
4,501,0,85,-8.26,797,0,0,3707,-11.72
4,501,1,818,-9.82,1070,0,0,3707,-11.72
4,501,2,3398,-8.62,1811,0,0,3707,-11.72
4,501,3,3707,-11.72,786,12,12,3707,-11.72
4,501,4,5149,-8.5,1157,0,0,3707,-11.72
4,501,5,5706,-7.36,797,0,0,3707,-11.72
4,501,6,6503,-7.36,797,0,0,3707,-11.72
4,501,7,7300,-8.76,797,0,0,3707,-11.72
0,502,0,85,-4.28,797,14,14,85,-4.28
3,502,0,85,-7.28,797,0,0,818,-8.84
3,502,1,818,-8.84,1070,12,12,818,-8.84
3,502,2,1919,-6.94,1811,0,0,818,-8.84
4,502,0,85,-8.28,797,0,0,3707,-11.74
4,502,1,818,-9.84,1070,0,0,3707,-11.74
4,502,2,1919,-7.94,1811,0,0,3707,-11.74
4,502,3,3707,-11.74,786,12,12,3707,-11.74
4,502,4,5149,-8.52,1157,0,0,3707,-11.74
4,502,5,5706,-7.38,797,0,0,3707,-11.74
4,502,6,6503,-7.38,797,0,0,3707,-11.74
4,502,7,7300,-8.78,797,0,0,3707,-11.74
0,503,0,85,-4.28,797,14,14,85,-4.28
3,503,0,85,-7.28,797,0,0,818,-8.84
3,503,1,818,-8.84,1070,12,12,818,-8.84
3,503,2,3398,-7.88,1811,2,2,818,-8.84
4,503,0,85,-8.28,797,0,0,3707,-11.74
4,503,1,818,-9.84,1070,0,0,3707,-11.74
4,503,2,3398,-8.88,1811,0,0,3707,-11.74
4,503,3,3707,-11.74,786,12,12,3707,-11.74
4,503,4,5149,-8.52,1157,0,0,3707,-11.74
4,503,5,5706,-7.38,797,0,0,3707,-11.74
4,503,6,6503,-7.38,797,0,0,3707,-11.74
4,503,7,7300,-8.78,797,0,0,3707,-11.74
0,504,0,85,-4.28,797,14,14,85,-4.28
3,504,0,85,-7.28,797,0,0,818,-8.84
3,504,1,818,-8.84,1070,12,12,818,-8.84
3,504,2,3398,-7.88,1811,2,2,818,-8.84
4,504,0,85,-8.28,797,0,0,3707,-11.74
4,504,1,818,-9.84,1070,0,0,3707,-11.74
4,504,2,3398,-8.88,1811,0,0,3707,-11.74
4,504,3,3707,-11.74,786,12,12,3707,-11.74
4,504,4,5149,-8.52,1157,0,0,3707,-11.74
4,504,5,5706,-7.38,797,0,0,3707,-11.74
4,504,6,6503,-7.38,797,0,0,3707,-11.74
4,504,7,7300,-8.78,797,0,0,3707,-11.74
0,505,0,85,-4.28,797,14,14,85,-4.28
3,505,0,85,-7.28,797,0,0,818,-8.84
3,505,1,818,-8.84,1070,12,12,818,-8.84
3,505,2,3398,-7.88,1811,2,2,818,-8.84
4,505,0,85,-8.28,797,0,0,3707,-11.74
4,505,1,818,-9.84,1070,0,0,3707,-11.74
4,505,2,3398,-8.88,1811,0,0,3707,-11.74
4,505,3,3707,-11.74,786,12,12,3707,-11.74
4,505,4,5149,-8.52,1157,0,0,3707,-11.74
4,505,5,5706,-7.38,797,0,0,3707,-11.74
4,505,6,6503,-7.38,797,0,0,3707,-11.74
4,505,7,7300,-8.78,797,0,0,3707,-11.74
0,506,0,85,-3.86,797,14,14,85,-3.86
