Handicap,W1_ID,Family,Best_pattern,Best_index,Legal_replies,Within_one_of_global_best,No_White_capture_near_best,Global_best_pattern,Global_best_index
0,1,0,792,-5.94,797,5,5,792,-5.94
3,1,0,792,-8.94,797,0,0,3086,-11.31
3,1,1,1350,-10.5,1070,1,1,3086,-11.31
3,1,2,3086,-11.31,1811,4,4,3086,-11.31
4,1,0,792,-9.94,797,0,0,4459,-13.4
4,1,1,1350,-11.5,1070,0,0,4459,-13.4
4,1,2,3086,-12.31,1811,0,0,4459,-13.4
4,1,3,4459,-13.4,786,5,5,4459,-13.4
4,1,4,5616,-9.6,1157,0,0,4459,-13.4
4,1,5,6413,-9.04,797,0,0,4459,-13.4
4,1,6,7210,-9.04,797,0,0,4459,-13.4
4,1,7,8007,-10.44,797,0,0,4459,-13.4
0,2,0,767,-2.78,797,31,31,767,-2.78
3,2,0,767,-5.78,797,0,0,3646,-8.49
3,2,1,1328,-7.34,1070,0,0,3646,-8.49
3,2,2,3646,-8.49,1811,69,69,3646,-8.49
4,2,0,767,-6.78,797,0,0,4434,-10.24
4,2,1,1328,-8.34,1070,0,0,4434,-10.24
4,2,2,3646,-9.49,1811,7,7,4434,-10.24
4,2,3,4434,-10.24,786,31,31,4434,-10.24
4,2,4,5588,-6.44,1157,0,0,4434,-10.24
4,2,5,6388,-5.88,797,0,0,4434,-10.24
4,2,6,7185,-5.88,797,0,0,4434,-10.24
4,2,7,7982,-7.28,797,0,0,4434,-10.24
0,3,0,85,-3.3,797,76,76,85,-3.3
3,3,0,85,-6.3,797,0,0,3586,-8.86
3,3,1,1855,-7.92,1070,3,3,3586,-8.86
3,3,2,3586,-8.86,1811,55,55,3586,-8.86
4,3,0,85,-7.3,797,0,0,3707,-10.76
4,3,1,1855,-8.92,1070,0,0,3707,-10.76
4,3,2,3586,-9.86,1811,3,3,3707,-10.76
4,3,3,3707,-10.76,786,73,73,3707,-10.76
4,3,4,5149,-7.54,1157,0,0,3707,-10.76
4,3,5,5706,-6.4,797,0,0,3707,-10.76
4,3,6,6503,-6.4,797,0,0,3707,-10.76
4,3,7,7300,-7.8,797,0,0,3707,-10.76
0,4,0,767,-2.78,797,31,31,767,-2.78
3,4,0,767,-5.78,797,0,0,3646,-8.49
3,4,1,1328,-7.34,1070,0,0,3646,-8.49
3,4,2,3646,-8.49,1811,69,69,3646,-8.49
4,4,0,767,-6.78,797,0,0,4434,-10.24
4,4,1,1328,-8.34,1070,0,0,4434,-10.24
4,4,2,3646,-9.49,1811,7,7,4434,-10.24
4,4,3,4434,-10.24,786,31,31,4434,-10.24
4,4,4,5588,-6.44,1157,0,0,4434,-10.24
4,4,5,6388,-5.88,797,0,0,4434,-10.24
4,4,6,7185,-5.88,797,0,0,4434,-10.24
4,4,7,7982,-7.28,797,0,0,4434,-10.24
0,5,0,85,-3.3,797,76,76,85,-3.3
3,5,0,85,-6.3,797,0,0,3586,-8.86
3,5,1,1855,-7.92,1070,3,3,3586,-8.86
3,5,2,3586,-8.86,1811,55,55,3586,-8.86
4,5,0,85,-7.3,797,0,0,3707,-10.76
4,5,1,1855,-8.92,1070,0,0,3707,-10.76
4,5,2,3586,-9.86,1811,3,3,3707,-10.76
4,5,3,3707,-10.76,786,73,73,3707,-10.76
4,5,4,5149,-7.54,1157,0,0,3707,-10.76
4,5,5,5706,-6.4,797,0,0,3707,-10.76
4,5,6,6503,-6.4,797,0,0,3707,-10.76
4,5,7,7300,-7.8,797,0,0,3707,-10.76
0,6,0,85,-3.64,797,76,76,85,-3.64
3,6,0,85,-6.64,797,0,0,3586,-9.08
3,6,1,1855,-8.26,1070,19,19,3586,-9.08
3,6,2,3586,-9.08,1811,55,55,3586,-9.08
4,6,0,85,-7.64,797,0,0,3707,-11.1
4,6,1,1855,-9.26,1070,0,0,3707,-11.1
4,6,2,3586,-10.08,1811,0,0,3707,-11.1
4,6,3,3707,-11.1,786,73,73,3707,-11.1
4,6,4,5149,-7.88,1157,0,0,3707,-11.1
4,6,5,5706,-6.74,797,0,0,3707,-11.1
4,6,6,6503,-6.74,797,0,0,3707,-11.1
4,6,7,7300,-8.14,797,0,0,3707,-11.1
0,7,0,767,-2.78,797,31,31,767,-2.78
3,7,0,767,-5.78,797,0,0,3587,-8.21
3,7,1,1328,-7.34,1070,6,6,3587,-8.21
3,7,2,3587,-8.21,1811,67,67,3587,-8.21
4,7,0,767,-6.78,797,0,0,4434,-10.24
4,7,1,1328,-8.34,1070,0,0,4434,-10.24
4,7,2,3587,-9.21,1811,0,0,4434,-10.24
4,7,3,4434,-10.24,786,31,31,4434,-10.24
4,7,4,5588,-6.44,1157,0,0,4434,-10.24
4,7,5,6388,-5.88,797,0,0,4434,-10.24
4,7,6,7185,-5.88,797,0,0,4434,-10.24
4,7,7,7982,-7.28,797,0,0,4434,-10.24
0,8,0,767,-2.44,797,31,31,767,-2.44
3,8,0,767,-5.44,797,0,0,3646,-8.15
3,8,1,1328,-7,1070,0,0,3646,-8.15
3,8,2,3646,-8.15,1811,69,69,3646,-8.15
4,8,0,767,-6.44,797,0,0,4434,-9.9
4,8,1,1328,-8,1070,0,0,4434,-9.9
4,8,2,3646,-9.15,1811,7,7,4434,-9.9
4,8,3,4434,-9.9,786,31,31,4434,-9.9
4,8,4,5588,-6.1,1157,0,0,4434,-9.9
4,8,5,6388,-5.54,797,0,0,4434,-9.9
4,8,6,7185,-5.54,797,0,0,4434,-9.9
4,8,7,7982,-6.94,797,0,0,4434,-9.9
0,9,0,767,-2.44,797,31,31,767,-2.44
3,9,0,767,-5.44,797,0,0,3646,-8.15
3,9,1,1328,-7,1070,0,0,3646,-8.15
3,9,2,3646,-8.15,1811,69,69,3646,-8.15
4,9,0,767,-6.44,797,0,0,4434,-9.9
4,9,1,1328,-8,1070,0,0,4434,-9.9
4,9,2,3646,-9.15,1811,7,7,4434,-9.9
4,9,3,4434,-9.9,786,31,31,4434,-9.9
4,9,4,5588,-6.1,1157,0,0,4434,-9.9
4,9,5,6388,-5.54,797,0,0,4434,-9.9
4,9,6,7185,-5.54,797,0,0,4434,-9.9
4,9,7,7982,-6.94,797,0,0,4434,-9.9
0,10,0,85,-5.64,797,76,76,85,-5.64
3,10,0,85,-8.64,797,0,0,3586,-11.47
3,10,1,1855,-10.26,1070,0,0,3586,-11.47
3,10,2,3586,-11.47,1811,26,26,3586,-11.47
4,10,0,85,-9.64,797,0,0,3707,-13.1
4,10,1,1855,-11.26,1070,0,0,3707,-13.1
4,10,2,3586,-12.47,1811,5,5,3707,-13.1
4,10,3,3707,-13.1,786,73,73,3707,-13.1
4,10,4,5149,-9.88,1157,0,0,3707,-13.1
4,10,5,5706,-8.74,797,0,0,3707,-13.1
4,10,6,6503,-8.74,797,0,0,3707,-13.1
4,10,7,7300,-10.14,797,0,0,3707,-13.1
0,11,0,792,-8.53,797,5,5,792,-8.53
3,11,0,792,-11.53,797,0,0,1350,-13.09
3,11,1,1350,-13.09,1070,5,5,1350,-13.09
3,11,2,3086,-11.31,1811,0,0,1350,-13.09
4,11,0,792,-12.53,797,0,0,4459,-15.99
4,11,1,1350,-14.09,1070,0,0,4459,-15.99
4,11,2,3086,-12.31,1811,0,0,4459,-15.99
4,11,3,4459,-15.99,786,5,5,4459,-15.99
4,11,4,5616,-12.19,1157,0,0,4459,-15.99
4,11,5,6413,-11.63,797,0,0,4459,-15.99
4,11,6,7210,-11.63,797,0,0,4459,-15.99
4,11,7,8007,-13.03,797,0,0,4459,-15.99
0,12,0,85,-3.3,797,76,76,85,-3.3
3,12,0,85,-6.3,797,0,0,3586,-8.86
3,12,1,1855,-7.92,1070,3,3,3586,-8.86
3,12,2,3586,-8.86,1811,55,55,3586,-8.86
4,12,0,85,-7.3,797,0,0,3707,-10.76
4,12,1,1855,-8.92,1070,0,0,3707,-10.76
4,12,2,3586,-9.86,1811,3,3,3707,-10.76
4,12,3,3707,-10.76,786,73,73,3707,-10.76
4,12,4,5149,-7.54,1157,0,0,3707,-10.76
4,12,5,5706,-6.4,797,0,0,3707,-10.76
4,12,6,6503,-6.4,797,0,0,3707,-10.76
4,12,7,7300,-7.8,797,0,0,3707,-10.76
0,13,0,85,-3.98,797,76,76,85,-3.98
3,13,0,85,-6.98,797,0,0,3586,-9.3
3,13,1,1855,-8.6,1070,20,20,3586,-9.3
3,13,2,3586,-9.3,1811,55,55,3586,-9.3
4,13,0,85,-7.98,797,0,0,3707,-11.44
4,13,1,1855,-9.6,1070,0,0,3707,-11.44
4,13,2,3586,-10.3,1811,0,0,3707,-11.44
4,13,3,3707,-11.44,786,73,73,3707,-11.44
4,13,4,5149,-8.22,1157,0,0,3707,-11.44
4,13,5,5706,-7.08,797,0,0,3707,-11.44
4,13,6,6503,-7.08,797,0,0,3707,-11.44
4,13,7,7300,-8.48,797,0,0,3707,-11.44
0,14,0,767,-2.78,797,31,31,767,-2.78
3,14,0,767,-5.78,797,0,0,3587,-8.12
3,14,1,1328,-7.34,1070,11,11,3587,-8.12
3,14,2,3587,-8.12,1811,68,68,3587,-8.12
4,14,0,767,-6.78,797,0,0,4434,-10.24
4,14,1,1328,-8.34,1070,0,0,4434,-10.24
4,14,2,3587,-9.12,1811,0,0,4434,-10.24
4,14,3,4434,-10.24,786,31,31,4434,-10.24
4,14,4,5588,-6.44,1157,0,0,4434,-10.24
4,14,5,6388,-5.88,797,0,0,4434,-10.24
4,14,6,7185,-5.88,797,0,0,4434,-10.24
4,14,7,7982,-7.28,797,0,0,4434,-10.24
0,15,0,346,-3.89,797,1,1,346,-3.89
3,15,0,346,-6.89,797,0,0,1030,-8.45
3,15,1,1030,-8.45,1070,1,1,1030,-8.45
3,15,2,3646,-8.03,1811,25,25,1030,-8.45
4,15,0,346,-7.89,797,0,0,4028,-11.35
4,15,1,1030,-9.45,1070,0,0,4028,-11.35
4,15,2,3646,-9.03,1811,0,0,4028,-11.35
4,15,3,4028,-11.35,786,1,1,4028,-11.35
4,15,4,4999,-7.55,1157,0,0,4028,-11.35
4,15,5,5967,-6.99,797,0,0,4028,-11.35
4,15,6,6764,-6.99,797,0,0,4028,-11.35
4,15,7,7561,-8.39,797,0,0,4028,-11.35
0,16,0,85,-3.3,797,76,76,85,-3.3
3,16,0,85,-6.3,797,0,0,3586,-8.62
3,16,1,1855,-7.92,1070,20,20,3586,-8.62
3,16,2,3586,-8.62,1811,55,55,3586,-8.62
4,16,0,85,-7.3,797,0,0,3707,-10.76
4,16,1,1855,-8.92,1070,0,0,3707,-10.76
4,16,2,3586,-9.62,1811,0,0,3707,-10.76
4,16,3,3707,-10.76,786,73,73,3707,-10.76
4,16,4,5149,-7.54,1157,0,0,3707,-10.76
4,16,5,5706,-6.4,797,0,0,3707,-10.76
4,16,6,6503,-6.4,797,0,0,3707,-10.76
4,16,7,7300,-7.8,797,0,0,3707,-10.76
0,17,0,85,-2.52,797,39,39,85,-2.52
3,17,0,85,-5.52,797,0,0,3398,-7.25
3,17,1,818,-7.08,1070,34,34,3398,-7.25
3,17,2,3398,-7.25,1811,208,208,3398,-7.25
4,17,0,85,-6.52,797,0,0,3707,-9.98
4,17,1,818,-8.08,1070,0,0,3707,-9.98
4,17,2,3398,-8.25,1811,0,0,3707,-9.98
4,17,3,3707,-9.98,786,37,37,3707,-9.98
4,17,4,5149,-6.76,1157,0,0,3707,-9.98
4,17,5,5706,-5.62,797,0,0,3707,-9.98
4,17,6,6503,-5.62,797,0,0,3707,-9.98
4,17,7,7300,-7.02,797,0,0,3707,-9.98
0,18,0,85,-3.3,797,76,76,85,-3.3
3,18,0,85,-6.3,797,0,0,3586,-8.62
3,18,1,1855,-7.92,1070,20,20,3586,-8.62
3,18,2,3586,-8.62,1811,55,55,3586,-8.62
4,18,0,85,-7.3,797,0,0,3707,-10.76
4,18,1,1855,-8.92,1070,0,0,3707,-10.76
4,18,2,3586,-9.62,1811,0,0,3707,-10.76
4,18,3,3707,-10.76,786,73,73,3707,-10.76
4,18,4,5149,-7.54,1157,0,0,3707,-10.76
4,18,5,5706,-6.4,797,0,0,3707,-10.76
4,18,6,6503,-6.4,797,0,0,3707,-10.76
4,18,7,7300,-7.8,797,0,0,3707,-10.76
0,19,0,85,-2.86,797,39,39,85,-2.86
3,19,0,85,-5.86,797,0,0,3398,-7.47
3,19,1,818,-7.42,1070,35,35,3398,-7.47
3,19,2,3398,-7.47,1811,208,208,3398,-7.47
4,19,0,85,-6.86,797,0,0,3707,-10.32
4,19,1,818,-8.42,1070,0,0,3707,-10.32
4,19,2,3398,-8.47,1811,0,0,3707,-10.32
4,19,3,3707,-10.32,786,37,37,3707,-10.32
4,19,4,5149,-7.1,1157,0,0,3707,-10.32
4,19,5,5706,-5.96,797,0,0,3707,-10.32
4,19,6,6503,-5.96,797,0,0,3707,-10.32
4,19,7,7300,-7.36,797,0,0,3707,-10.32
0,20,0,85,-3.08,797,39,39,85,-3.08
3,20,0,85,-6.08,797,0,0,818,-7.64
3,20,1,818,-7.64,1070,50,50,818,-7.64
3,20,2,3398,-7.62,1811,208,208,818,-7.64
4,20,0,85,-7.08,797,0,0,3707,-10.54
4,20,1,818,-8.64,1070,0,0,3707,-10.54
4,20,2,3398,-8.62,1811,0,0,3707,-10.54
4,20,3,3707,-10.54,786,37,37,3707,-10.54
4,20,4,5149,-7.32,1157,0,0,3707,-10.54
4,20,5,5706,-6.18,797,0,0,3707,-10.54
4,20,6,6503,-6.18,797,0,0,3707,-10.54
4,20,7,7300,-7.58,797,0,0,3707,-10.54
0,21,0,85,-2.1,797,76,76,85,-2.1
3,21,0,85,-5.1,797,0,0,3586,-7.84
3,21,1,1855,-6.72,1070,0,0,3586,-7.84
3,21,2,3586,-7.84,1811,26,26,3586,-7.84
4,21,0,85,-6.1,797,0,0,3707,-9.56
4,21,1,1855,-7.72,1070,0,0,3707,-9.56
4,21,2,3586,-8.84,1811,5,5,3707,-9.56
4,21,3,3707,-9.56,786,73,73,3707,-9.56
4,21,4,5149,-6.34,1157,0,0,3707,-9.56
4,21,5,5706,-5.2,797,0,0,3707,-9.56
4,21,6,6503,-5.2,797,0,0,3707,-9.56
4,21,7,7300,-6.6,797,0,0,3707,-9.56
0,22,0,85,-2.1,797,76,76,85,-2.1
3,22,0,85,-5.1,797,0,0,3586,-7.84
3,22,1,1855,-6.72,1070,0,0,3586,-7.84
3,22,2,3586,-7.84,1811,26,26,3586,-7.84
4,22,0,85,-6.1,797,0,0,3707,-9.56
4,22,1,1855,-7.72,1070,0,0,3707,-9.56
4,22,2,3586,-8.84,1811,5,5,3707,-9.56
4,22,3,3707,-9.56,786,73,73,3707,-9.56
4,22,4,5149,-6.34,1157,0,0,3707,-9.56
4,22,5,5706,-5.2,797,0,0,3707,-9.56
4,22,6,6503,-5.2,797,0,0,3707,-9.56
4,22,7,7300,-6.6,797,0,0,3707,-9.56
0,23,0,85,-2.1,797,78,76,85,-2.1
3,23,0,85,-5.1,797,0,0,3586,-7.84
3,23,1,1855,-6.72,1070,0,0,3586,-7.84
3,23,2,3586,-7.84,1811,49,49,3586,-7.84
4,23,0,85,-6.1,797,0,0,3707,-9.56
4,23,1,1855,-7.72,1070,0,0,3707,-9.56
4,23,2,3586,-8.84,1811,5,5,3707,-9.56
4,23,3,3707,-9.56,786,75,73,3707,-9.56
4,23,4,5149,-6.34,1157,0,0,3707,-9.56
4,23,5,5706,-5.2,797,0,0,3707,-9.56
4,23,6,6503,-5.2,797,0,0,3707,-9.56
4,23,7,7300,-6.6,797,0,0,3707,-9.56
0,24,0,85,-1.76,797,80,76,85,-1.76
3,24,0,85,-4.76,797,0,0,3586,-7.59
3,24,1,1855,-6.38,1070,0,0,3586,-7.59
3,24,2,3586,-7.59,1811,49,49,3586,-7.59
4,24,0,85,-5.76,797,0,0,3707,-9.22
4,24,1,1855,-7.38,1070,0,0,3707,-9.22
4,24,2,3586,-8.59,1811,9,9,3707,-9.22
4,24,3,3707,-9.22,786,77,73,3707,-9.22
4,24,4,5149,-6,1157,0,0,3707,-9.22
4,24,5,5706,-4.86,797,0,0,3707,-9.22
4,24,6,6503,-4.86,797,0,0,3707,-9.22
4,24,7,7300,-6.26,797,0,0,3707,-9.22
0,25,0,85,-3.22,797,76,76,85,-3.22
3,25,0,85,-6.22,797,0,0,3586,-8.54
3,25,1,1855,-7.84,1070,20,20,3586,-8.54
3,25,2,3586,-8.54,1811,55,55,3586,-8.54
4,25,0,85,-7.22,797,0,0,3707,-10.68
4,25,1,1855,-8.84,1070,0,0,3707,-10.68
4,25,2,3586,-9.54,1811,0,0,3707,-10.68
4,25,3,3707,-10.68,786,73,73,3707,-10.68
4,25,4,5149,-7.46,1157,0,0,3707,-10.68
4,25,5,5706,-6.32,797,0,0,3707,-10.68
4,25,6,6503,-6.32,797,0,0,3707,-10.68
4,25,7,7300,-7.72,797,0,0,3707,-10.68
0,26,0,85,-3.22,797,76,76,85,-3.22
3,26,0,85,-6.22,797,0,0,3586,-8.54
3,26,1,1855,-7.84,1070,20,20,3586,-8.54
3,26,2,3586,-8.54,1811,55,55,3586,-8.54
4,26,0,85,-7.22,797,0,0,3707,-10.68
4,26,1,1855,-8.84,1070,0,0,3707,-10.68
4,26,2,3586,-9.54,1811,0,0,3707,-10.68
4,26,3,3707,-10.68,786,73,73,3707,-10.68
4,26,4,5149,-7.46,1157,0,0,3707,-10.68
4,26,5,5706,-6.32,797,0,0,3707,-10.68
4,26,6,6503,-6.32,797,0,0,3707,-10.68
4,26,7,7300,-7.72,797,0,0,3707,-10.68
0,27,0,85,-4.98,797,39,39,85,-4.98
3,27,0,85,-7.98,797,0,0,3398,-9.86
3,27,1,818,-9.54,1070,12,12,3398,-9.86
3,27,2,3398,-9.86,1811,49,49,3398,-9.86
4,27,0,85,-8.98,797,0,0,3707,-12.44
4,27,1,818,-10.54,1070,0,0,3707,-12.44
4,27,2,3398,-10.86,1811,0,0,3707,-12.44
4,27,3,3707,-12.44,786,37,37,3707,-12.44
4,27,4,5149,-9.22,1157,0,0,3707,-12.44
4,27,5,5706,-8.08,797,0,0,3707,-12.44
4,27,6,6503,-8.08,797,0,0,3707,-12.44
4,27,7,7300,-9.48,797,0,0,3707,-12.44
0,28,0,85,-4.98,797,41,39,85,-4.98
3,28,0,85,-7.98,797,0,0,3398,-9.86
3,28,1,818,-9.54,1070,12,12,3398,-9.86
3,28,2,3398,-9.86,1811,158,158,3398,-9.86
4,28,0,85,-8.98,797,0,0,3707,-12.44
4,28,1,818,-10.54,1070,0,0,3707,-12.44
4,28,2,3398,-10.86,1811,0,0,3707,-12.44
4,28,3,3707,-12.44,786,39,37,3707,-12.44
4,28,4,5149,-9.22,1157,0,0,3707,-12.44
4,28,5,5706,-8.08,797,0,0,3707,-12.44
4,28,6,6503,-8.08,797,0,0,3707,-12.44
4,28,7,7300,-9.48,797,0,0,3707,-12.44
0,29,0,85,-4.64,797,43,39,85,-4.64
3,29,0,85,-7.64,797,0,0,3398,-9.61
3,29,1,818,-9.2,1070,5,5,3398,-9.61
3,29,2,3398,-9.61,1811,158,158,3398,-9.61
4,29,0,85,-8.64,797,0,0,3707,-12.1
4,29,1,818,-10.2,1070,0,0,3707,-12.1
4,29,2,3398,-10.61,1811,0,0,3707,-12.1
4,29,3,3707,-12.1,786,41,37,3707,-12.1
4,29,4,5149,-8.88,1157,0,0,3707,-12.1
4,29,5,5706,-7.74,797,0,0,3707,-12.1
4,29,6,6503,-7.74,797,0,0,3707,-12.1
4,29,7,7300,-9.14,797,0,0,3707,-12.1
0,30,0,85,-4.78,797,19,19,85,-4.78
3,30,0,85,-7.78,797,0,0,818,-9.34
3,30,1,818,-9.34,1070,20,20,818,-9.34
3,30,2,3595,-7.74,1811,0,0,818,-9.34
4,30,0,85,-8.78,797,0,0,3707,-12.24
4,30,1,818,-10.34,1070,0,0,3707,-12.24
4,30,2,3595,-8.74,1811,0,0,3707,-12.24
4,30,3,3707,-12.24,786,17,17,3707,-12.24
4,30,4,5149,-10.96,1157,0,0,3707,-12.24
4,30,5,5706,-7.88,797,0,0,3707,-12.24
4,30,6,6503,-7.88,797,0,0,3707,-12.24
4,30,7,7300,-9.28,797,0,0,3707,-12.24
0,31,0,792,-7.97,797,5,5,792,-7.97
3,31,0,792,-10.97,797,0,0,1350,-12.53
3,31,1,1350,-12.53,1070,5,5,1350,-12.53
3,31,2,3086,-11.22,1811,0,0,1350,-12.53
4,31,0,792,-11.97,797,0,0,4459,-15.43
4,31,1,1350,-13.53,1070,0,0,4459,-15.43
4,31,2,3086,-12.22,1811,0,0,4459,-15.43
4,31,3,4459,-15.43,786,5,5,4459,-15.43
4,31,4,5616,-11.63,1157,0,0,4459,-15.43
4,31,5,6413,-11.07,797,0,0,4459,-15.43
4,31,6,7210,-11.07,797,0,0,4459,-15.43
4,31,7,8007,-12.47,797,0,0,4459,-15.43
0,32,0,346,-3.33,797,5,5,346,-3.33
3,32,0,346,-6.33,797,0,0,3646,-8.15
3,32,1,1030,-7.89,1070,1,1,3646,-8.15
3,32,2,3646,-8.15,1811,69,69,3646,-8.15
4,32,0,346,-7.33,797,0,0,4028,-10.79
4,32,1,1030,-8.89,1070,0,0,4028,-10.79
4,32,2,3646,-9.15,1811,0,0,4028,-10.79
4,32,3,4028,-10.79,786,5,5,4028,-10.79
4,32,4,4999,-6.99,1157,0,0,4028,-10.79
4,32,5,5967,-6.43,797,0,0,4028,-10.79
4,32,6,6764,-6.43,797,0,0,4028,-10.79
4,32,7,7561,-7.83,797,0,0,4028,-10.79
0,33,0,85,-2.1,797,76,76,85,-2.1
3,33,0,85,-5.1,797,0,0,3586,-7.84
3,33,1,1855,-6.72,1070,0,0,3586,-7.84
3,33,2,3586,-7.84,1811,26,26,3586,-7.84
4,33,0,85,-6.1,797,0,0,3707,-9.56
4,33,1,1855,-7.72,1070,0,0,3707,-9.56
4,33,2,3586,-8.84,1811,5,5,3707,-9.56
4,33,3,3707,-9.56,786,73,73,3707,-9.56
4,33,4,5149,-6.34,1157,0,0,3707,-9.56
4,33,5,5706,-5.2,797,0,0,3707,-9.56
4,33,6,6503,-5.2,797,0,0,3707,-9.56
4,33,7,7300,-6.6,797,0,0,3707,-9.56
0,34,0,85,-2.1,797,76,76,85,-2.1
3,34,0,85,-5.1,797,0,0,3586,-7.84
3,34,1,1855,-6.72,1070,0,0,3586,-7.84
3,34,2,3586,-7.84,1811,26,26,3586,-7.84
4,34,0,85,-6.1,797,0,0,3707,-9.56
4,34,1,1855,-7.72,1070,0,0,3707,-9.56
4,34,2,3586,-8.84,1811,5,5,3707,-9.56
4,34,3,3707,-9.56,786,73,73,3707,-9.56
4,34,4,5149,-6.34,1157,0,0,3707,-9.56
4,34,5,5706,-5.2,797,0,0,3707,-9.56
4,34,6,6503,-5.2,797,0,0,3707,-9.56
4,34,7,7300,-6.6,797,0,0,3707,-9.56
0,35,0,85,-2.1,797,78,76,85,-2.1
3,35,0,85,-5.1,797,0,0,3586,-7.84
3,35,1,1855,-6.72,1070,0,0,3586,-7.84
3,35,2,3586,-7.84,1811,49,49,3586,-7.84
4,35,0,85,-6.1,797,0,0,3707,-9.56
4,35,1,1855,-7.72,1070,0,0,3707,-9.56
4,35,2,3586,-8.84,1811,5,5,3707,-9.56
4,35,3,3707,-9.56,786,75,73,3707,-9.56
4,35,4,5149,-6.34,1157,0,0,3707,-9.56
4,35,5,5706,-5.2,797,0,0,3707,-9.56
4,35,6,6503,-5.2,797,0,0,3707,-9.56
4,35,7,7300,-6.6,797,0,0,3707,-9.56
0,36,0,85,-3.22,797,76,76,85,-3.22
3,36,0,85,-6.22,797,0,0,3586,-8.54
3,36,1,1855,-7.84,1070,20,20,3586,-8.54
3,36,2,3586,-8.54,1811,55,55,3586,-8.54
4,36,0,85,-7.22,797,0,0,3707,-10.68
4,36,1,1855,-8.84,1070,0,0,3707,-10.68
4,36,2,3586,-9.54,1811,0,0,3707,-10.68
4,36,3,3707,-10.68,786,73,73,3707,-10.68
4,36,4,5149,-7.46,1157,0,0,3707,-10.68
4,36,5,5706,-6.32,797,0,0,3707,-10.68
4,36,6,6503,-6.32,797,0,0,3707,-10.68
4,36,7,7300,-7.72,797,0,0,3707,-10.68
0,37,0,346,-4.06,797,1,1,346,-4.06
3,37,0,346,-7.06,797,0,0,1030,-8.62
3,37,1,1030,-8.62,1070,1,1,1030,-8.62
3,37,2,3586,-7.84,1811,5,5,1030,-8.62
4,37,0,346,-8.06,797,0,0,4028,-11.52
4,37,1,1030,-9.62,1070,0,0,4028,-11.52
4,37,2,3586,-8.84,1811,0,0,4028,-11.52
4,37,3,4028,-11.52,786,1,1,4028,-11.52
4,37,4,4999,-7.72,1157,0,0,4028,-11.52
4,37,5,5967,-7.16,797,0,0,4028,-11.52
4,37,6,6764,-7.16,797,0,0,4028,-11.52
4,37,7,7561,-8.56,797,0,0,4028,-11.52
0,38,0,346,-5.08,797,1,1,346,-5.08
3,38,0,346,-8.08,797,0,0,1030,-9.64
3,38,1,1030,-9.64,1070,1,1,1030,-9.64
3,38,2,3586,-8.76,1811,3,3,1030,-9.64
4,38,0,346,-9.08,797,0,0,4028,-12.54
4,38,1,1030,-10.64,1070,0,0,4028,-12.54
4,38,2,3586,-9.76,1811,0,0,4028,-12.54
4,38,3,4028,-12.54,786,1,1,4028,-12.54
4,38,4,4999,-8.74,1157,0,0,4028,-12.54
4,38,5,5967,-8.18,797,0,0,4028,-12.54
4,38,6,6764,-8.18,797,0,0,4028,-12.54
4,38,7,7561,-9.58,797,0,0,4028,-12.54
0,39,0,85,-1.32,797,40,39,85,-1.32
3,39,0,85,-4.32,797,0,0,3398,-6.2
3,39,1,818,-5.88,1070,12,12,3398,-6.2
3,39,2,3398,-6.2,1811,49,49,3398,-6.2
4,39,0,85,-5.32,797,0,0,3707,-8.78
4,39,1,818,-6.88,1070,0,0,3707,-8.78
4,39,2,3398,-7.2,1811,0,0,3707,-8.78
4,39,3,3707,-8.78,786,38,37,3707,-8.78
4,39,4,5149,-5.56,1157,0,0,3707,-8.78
4,39,5,5706,-4.42,797,0,0,3707,-8.78
4,39,6,6503,-4.42,797,0,0,3707,-8.78
4,39,7,7300,-5.82,797,0,0,3707,-8.78
0,40,0,85,-1.32,797,41,39,85,-1.32
3,40,0,85,-4.32,797,0,0,3398,-6.2
3,40,1,818,-5.88,1070,12,12,3398,-6.2
3,40,2,3398,-6.2,1811,158,158,3398,-6.2
4,40,0,85,-5.32,797,0,0,3707,-8.78
4,40,1,818,-6.88,1070,0,0,3707,-8.78
4,40,2,3398,-7.2,1811,0,0,3707,-8.78
4,40,3,3707,-8.78,786,39,37,3707,-8.78
4,40,4,5149,-5.56,1157,0,0,3707,-8.78
4,40,5,5706,-4.42,797,0,0,3707,-8.78
4,40,6,6503,-4.42,797,0,0,3707,-8.78
4,40,7,7300,-5.82,797,0,0,3707,-8.78
0,41,0,85,-1.32,797,41,39,85,-1.32
3,41,0,85,-4.32,797,0,0,3398,-6.2
3,41,1,818,-5.88,1070,12,12,3398,-6.2
3,41,2,3398,-6.2,1811,158,158,3398,-6.2
4,41,0,85,-5.32,797,0,0,3707,-8.78
4,41,1,818,-6.88,1070,0,0,3707,-8.78
4,41,2,3398,-7.2,1811,0,0,3707,-8.78
4,41,3,3707,-8.78,786,39,37,3707,-8.78
4,41,4,5149,-5.56,1157,0,0,3707,-8.78
4,41,5,5706,-4.42,797,0,0,3707,-8.78
4,41,6,6503,-4.42,797,0,0,3707,-8.78
4,41,7,7300,-5.82,797,0,0,3707,-8.78
0,42,0,85,-4.1,797,19,19,85,-4.1
3,42,0,85,-7.1,797,0,0,818,-8.66
3,42,1,818,-8.66,1070,20,20,818,-8.66
3,42,2,3595,-7.06,1811,0,0,818,-8.66
4,42,0,85,-8.1,797,0,0,3707,-11.56
